"DMRnumber"	"chr"	"st"	"end"	"intercept"	"f"	"pval"	"qval"
"9418"	"chr19"	35497208	35497658	-0.5889210396027	18.8148901944041	9.85343351518122e-05	0.0183844635929352
"12257"	"chr17"	18264173	18264532	2.10038271006756	18.5325109787703	0.000108892714533276	0.0197521915389429
"12450"	"chr17"	4677918	4678132	0.633633183272303	18.4404236836416	0.000112514324107363	0.0197521915389429
"6490"	"chr12"	2037170	2037563	2.20881739300839	18.4220800980471	0.000113250803545058	0.0197521915389429
"9163"	"chr19"	5938069	5938437	1.91641693751423	18.3272706450165	0.000117139282474386	0.019995696183727
"1440"	"chr2"	8259216	8259688	1.36496185019517	18.1322108978477	0.000125589413597898	0.020677084702386
"1250"	"chr2"	114033335	114033808	-1.34290687981954	18.0962670552818	0.000127215518866876	0.020677084702386
"11469"	"chr1"	62873494	62873722	1.25896410561495	17.9872255771717	0.00013228597709063	0.020677084702386
"4483"	"chr9"	125592972	125593125	3.90346065676296	17.9628747865974	0.000133447168669115	0.020677084702386
"6543"	"chr12"	52383495	52383933	4.19510495225821	17.9510008434137	0.000134017287178836	0.020677084702386
"7783"	"chr20"	48305109	48305427	-0.676906758865254	17.8681130758989	0.000138069398363234	0.0208155742887096
"13106"	"chr15"	69853507	69854012	0.802087295409931	17.8236455723057	0.000140296387044253	0.0208155742887096
"5856"	"chr18"	269117	269612	0.89455760790214	17.7281423237141	0.000145208479565329	0.0208155742887096
"423"	"chr3"	139254178	139254748	1.33567973904367	17.6331676369505	0.000150273778163803	0.0208155742887096
"7655"	"chr20"	57586157	57586447	3.6337983072588	17.6325108387395	0.000150309449773511	0.0208155742887096
"3889"	"chr10"	112524502	112524832	5.11239197431649	17.5573579770547	0.000154450731270312	0.0208155742887096
"9296"	"chr19"	49281868	49282218	6.65821148275179	17.5186871229291	0.000156628460586559	0.0208155742887096
"1878"	"chr2"	42257400	42257669	2.2780769064659	17.498687921704	0.000157767401341193	0.0208155742887096
"12453"	"chr17"	77706263	77706760	1.22239180028083	17.4899884755147	0.000158265554766668	0.0208155742887096
"4257"	"chr9"	101670670	101670955	5.23090027592861	17.3734526371126	0.000165101209653248	0.0210575420013601
"2174"	"chr11"	75860331	75860589	4.13571653186426	17.3692305100107	0.000165354644209955	0.0210575420013601
"361"	"chr3"	124132270	124132667	0.0653203991828209	17.2738766400875	0.000171189048581028	0.0213672052338514
"8399"	"chr16"	57860804	57861058	0.754243419315027	17.238018910316	0.00017343896643191	0.0213672052338514
"5344"	"chr7"	36193741	36194954	1.46177315343686	17.2012875548086	0.000175776101904555	0.0213672052338514
"823"	"chr22"	46825281	46825478	-0.162038001325193	17.0852827243433	0.000183378127499162	0.0218238788215403
"10766"	"chr1"	54830765	54831021	-1.20946446694242	17.0615859661153	0.000184973292218677	0.0218238788215403
"12978"	"chr5"	174873484	174873853	0.400448630440945	16.9617178741916	0.000191858750832849	0.022308190766258
"5851"	"chr18"	45718803	45719176	1.27582353750815	16.8616789034777	0.000199027924753928	0.0225871353474327
"7054"	"chr6"	45655317	45655751	5.2493621762865	16.8499277754318	0.000199888438379372	0.0225871353474327
"13372"	"chr15"	73865808	73866165	4.11089946864491	16.8033854350852	0.000203335441766863	0.0226575222461996
"9448"	"chr19"	15554752	15555014	-0.194931887391517	16.7027117875365	0.000211008071711621	0.0230078821843673
"6562"	"chr12"	2433372	2433693	-1.56490794785347	16.6872252290546	0.000212215224175874	0.0230078821843673
"1850"	"chr2"	120279590	120279827	6.40881331011539	16.5605607929258	0.000222366619828067	0.0236634820958241
"7100"	"chr6"	3295116	3295441	1.1543870227815	16.4920383427158	0.000228070923914035	0.0236634820958241
"9685"	"chr19"	13170658	13170909	3.94608028554129	16.4886238917692	0.000228359179989661	0.0236634820958241
"11902"	"chr17"	77961679	77962054	1.57481311045181	16.4234119542932	0.000233939024294349	0.0236634820958241
"2128"	"chr11"	2490533	2490799	0.99761189248397	16.4149979560607	0.000234669388215556	0.0236634820958241
"8422"	"chr16"	12816035	12816331	2.07640900239761	16.4002069478052	0.000235959143350711	0.0236634820958241
"8985"	"chr4"	7611640	7611923	6.25297119765603	16.2248278696666	0.000251835749686677	0.0247177014510059
"10908"	"chr1"	230267257	230267552	-0.5873871961908	16.158815550496	0.000258100647460254	0.0247177014510059
"5415"	"chr7"	65830036	65830230	5.93527392449116	16.1299837821538	0.000260888392800721	0.0247177014510059
"7105"	"chr6"	168675187	168675615	-1.51042543410839	16.1267775022809	0.000261200367904425	0.0247177014510059
"536"	"chr22"	48601229	48601587	1.18135979400318	16.0505305187955	0.000268736619595956	0.0247177014510059
"8727"	"chr4"	1235197	1235379	0.432234902414156	16.0400155118234	0.000269793812667383	0.0247177014510059
"13324"	"chr15"	48707686	48708129	2.99610091791774	16.0153995717389	0.000272285954104288	0.0247177014510059
"4660"	"chr13"	80648473	80648946	1.37969634315188	15.9983101897814	0.000274030396017401	0.0247177014510059
"492"	"chr3"	182756660	182757142	1.28405696847461	15.9811921412795	0.00027578960630326	0.0247177014510059
"12458"	"chr17"	4125594	4125832	2.13430900753477	15.9667785050776	0.000277280139537584	0.0247177014510059
"10004"	"chr21"	43030964	43031267	0.865624022644325	15.8303533033438	0.000291816974423132	0.0257277013596411
"1206"	"chr2"	10180509	10180811	1.52613812984231	15.7761900748719	0.000297809759447091	0.0257395574158675
"4820"	"chr13"	24125022	24125175	2.67785818650801	15.7712036967567	0.000298367967409479	0.0257395574158675
"5269"	"chr7"	156408270	156408738	1.47821054236915	15.7416186026671	0.000301702738223214	0.0257503553200825
"8057"	"chr16"	2819612	2819989	1.98636670039337	15.7011743637578	0.000306325389887584	0.0258696895837367
"3188"	"chr10"	5406870	5407190	1.08440330162637	15.608598232492	0.000317190612853793	0.0263057420993896
"617"	"chr22"	40831660	40831924	4.83312415640142	15.6014495839844	0.000318046385537545	0.0263057420993896
"1589"	"chr2"	21262834	21263089	1.62295144548134	15.4952985309152	0.00033104504036929	0.026755725510394
"7736"	"chr20"	20974050	20974269	1.50957149198318	15.4934678445854	0.000331274079955266	0.026755725510394
"569"	"chr22"	24896515	24896886	1.58696668550618	15.4758123045922	0.000333491603517716	0.026755725510394
"10408"	"chr14"	56691771	56692145	2.01388212240242	15.4415727945878	0.000337836896831621	0.0268359845623459
"2142"	"chr11"	130272184	130272428	4.25293343960899	15.2231286875508	0.000367006529016176	0.0285998124391039
"2383"	"chr11"	76076393	76076713	3.67089034943541	15.2218479214239	0.000367185201103368	0.0285998124391039
"991"	"chr22"	51052083	51052392	-0.938487449283626	15.1965310396768	0.000370735945814445	0.0285998124391039
"8786"	"chr4"	11278812	11279241	1.13770052698305	15.1245432083545	0.000381032149636271	0.0291141523112464
"6897"	"chr6"	26241613	26241791	0.293032372843966	15.028269335503	0.000395276754662466	0.0299176335137361
"2188"	"chr11"	61657418	61657586	3.65356701035099	14.9489050525289	0.00040744263907641	0.0303915565197084
"6633"	"chr12"	56252993	56253207	2.35769730031459	14.9216191798716	0.00041171626443014	0.0303915565197084
"4144"	"chr9"	101569191	101569466	4.33357234109744	14.9140978738601	0.000412902595947521	0.0303915565197084
"5300"	"chr7"	101556157	101556376	2.1490684168503	14.87055119995	0.000419842603139462	0.0305043622507284
"6226"	"chr12"	110115286	110115418	2.21153750560663	14.8569246958471	0.000422039500735457	0.0305043622507284
"5418"	"chr7"	47338239	47338711	6.01598323808022	14.783513592684	0.000434085995395301	0.0310949297475176
"9104"	"chr4"	7291323	7291565	-0.465373876004772	14.7338698690013	0.000442438042323693	0.0313280344360304
"6189"	"chr12"	109569566	109569806	-0.827543607943103	14.717964361585	0.000445149788069897	0.0313280344360304
"7925"	"chr16"	4142005	4142224	1.90845388495295	14.6388317921579	0.000458904875725164	0.0316753607200279
"7507"	"chr20"	30877779	30878057	0.31615996424472	14.6312922682624	0.000460238672447318	0.0316753607200279
"716"	"chr22"	46786484	46787071	1.1365894604398	14.6217682745425	0.00046192939885977	0.0316753607200279
"1232"	"chr2"	201273656	201273975	6.18799517963516	14.5101074876941	0.000482249008864417	0.0325972900250164
"7323"	"chr6"	157522749	157522939	3.95441467408834	14.4920735565866	0.00048561844318048	0.0325972900250164
"8402"	"chr16"	4068458	4068621	1.38176477100264	14.481724958629	0.000487563195393898	0.0325972900250164
"9450"	"chr19"	29432861	29433253	0.268093216245004	14.3191073345385	0.000519228997079725	0.0344274927760923
"12343"	"chr17"	29958558	29958935	0.42277887966431	14.287062942124	0.000525721499600422	0.0345722571984726
"449"	"chr3"	149431457	149431718	2.70882247085642	14.2179358795898	0.000540021519392132	0.0348593925089379
"2770"	"chr8"	130695811	130696255	2.265499818174	14.1963651504873	0.00054456753986584	0.0348593925089379
"3183"	"chr10"	104573889	104574152	-1.54699438206111	14.1912350826118	0.000545654646348158	0.0348593925089379
"6021"	"chr18"	46306722	46306961	0.91444432464038	14.1827030864005	0.000547467738192642	0.0348593925089379
"5600"	"chr7"	27703299	27703447	1.52695075782337	14.1520982960196	0.000554024016092455	0.0349990856098471
"4689"	"chr13"	49792295	49792662	1.56085610868719	14.13159657095	0.000558462394239332	0.0350038482288
"11590"	"chr1"	205617169	205617364	2.44257570295976	14.1018456234265	0.00056497013382904	0.0351372369860481
"4072"	"chr9"	100992934	100993170	1.33271875577115	14.0401010707193	0.000578733557849107	0.0352833110436747
"5573"	"chr7"	54692111	54692329	1.20485305881473	14.0255044631893	0.000582038831226555	0.0352833110436747
"7788"	"chr20"	61321958	61322182	2.3432659551607	14.0150401756197	0.000584420664130599	0.0352833110436747
"515"	"chr22"	41630716	41631015	0.364716348200664	14.0128953367728	0.000584910134611068	0.0352833110436747
"9227"	"chr19"	50203007	50203530	4.8511316707934	13.9644995622968	0.000596070544473944	0.0355338994253739
"10113"	"chr21"	47031758	47032306	0.822434396791939	13.9565621077163	0.000597922380273419	0.0355338994253739
"7721"	"chr20"	61737441	61737754	-0.47451848831135	13.8852166517657	0.000614843355278792	0.0362708224492495
"3675"	"chr10"	127461408	127461766	1.17769399333771	13.8425019266242	0.000625215839977407	0.036430150754048
"3752"	"chr10"	134440714	134441231	4.74726890795939	13.8254737396287	0.000629402294761347	0.036430150754048
"6080"	"chr18"	21427383	21427751	1.38445935269556	13.7976453111524	0.000636308008883599	0.036430150754048
"292"	"chr3"	10734006	10734178	-0.873355002774701	13.7819558427988	0.00064023670276625	0.036430150754048
"10085"	"chr21"	45918352	45918621	1.03193429548109	13.7819107404812	0.000640248033459692	0.036430150754048
"5611"	"chr7"	6417198	6417365	1.5565068458442	13.7047957743816	0.000659934863131921	0.0371278752459299
"255"	"chr3"	47191674	47191822	0.956300278402891	13.6977479972003	0.000661765779590241	0.0371278752459299
"9375"	"chr19"	6729394	6729774	0.830469096570019	13.6711486683355	0.000668724497169082	0.0372577452300703
"10472"	"chr14"	61110041	61110283	-2.8533981690834	13.6151212878714	0.000683636546646332	0.0375465818486637
"12837"	"chr5"	175919049	175919367	3.70551955419609	13.6092262383743	0.000685225889104941	0.0375465818486637
"8237"	"chr16"	86658596	86658868	0.556189102887888	13.5991614042754	0.000687948475933121	0.0375465818486637
"886"	"chr22"	18633274	18633703	-1.28154184955637	13.5688235586349	0.000696224495589903	0.0376295187560942
"4146"	"chr9"	95370497	95370762	2.29752257659884	13.5475283257231	0.000702096632291861	0.0376295187560942
"6050"	"chr18"	74754475	74754759	2.37711135134992	13.5423269079969	0.000703538867486221	0.0376295187560942
"2997"	"chr8"	139884783	139885114	2.56852039034551	13.523683240188	0.000708734148839216	0.0376563515182665
"6924"	"chr6"	3743847	3744078	1.9041844731609	13.4865629812281	0.000719199439089576	0.0379609943630382
"10512"	"chr14"	21161480	21161855	0.955417876973685	13.4251086700126	0.000736886350891128	0.038338528094576
"11503"	"chr1"	42630284	42630759	1.54078855075581	13.4170673300513	0.000739234538221176	0.038338528094576
"4212"	"chr9"	140653343	140653739	3.17840000413614	13.4121035203323	0.000740687994761852	0.038338528094576
"7203"	"chr6"	166823044	166823280	-2.62641896925694	13.3918594844689	0.000746647062878409	0.0383992366132166
"4104"	"chr9"	131417924	131418175	0.870238756432213	13.3084848597331	0.000771729524163439	0.0389407467113431
"9475"	"chr19"	30602266	30602467	1.33182955817505	13.3009050288343	0.000774053664521186	0.0389407467113431
"8695"	"chr4"	77488413	77488788	2.44359853349015	13.289282819448	0.000777631687059487	0.0389407467113431
"10775"	"chr1"	19263493	19263917	1.91255029169727	13.2791277607536	0.000780772364572284	0.0389407467113431
"11104"	"chr1"	8307409	8307793	1.78844149914045	13.2769590277904	0.000781444831806785	0.0389407467113431
"6530"	"chr12"	109507779	109508068	2.9329349011489	13.2325669258585	0.000795345232584276	0.039240035028305
"3056"	"chr8"	120188667	120188992	2.07990791010073	13.2266022030459	0.000797232808496009	0.039240035028305
"55"	"chr3"	194924583	194924931	3.87494540497787	13.1585395878958	0.000819110646907452	0.0400710341512625
"6254"	"chr12"	12409031	12409400	0.230918303848905	13.1323493091948	0.000827697735036356	0.0401548726151846
"13211"	"chr15"	102157437	102157976	5.46533214554687	13.1164984547956	0.000832941058168587	0.0401548726151846
"5055"	"chr7"	1000421	1000525	6.33041832246423	13.1077815551384	0.000835839508942358	0.0401548726151846
"11450"	"chr1"	199834655	199834922	1.09142579239299	13.052512185857	0.000854467378535707	0.0408054370008991
"12041"	"chr17"	17429620	17429995	-0.622209406181261	12.9779054218147	0.00088031278334343	0.0409249308515278
"1889"	"chr2"	238497455	238497936	1.59505812184585	12.9623160673124	0.000885817092917174	0.0409249308515278
"11591"	"chr1"	43870694	43870971	3.93661398130211	12.9464974390506	0.00089143962165842	0.0409249308515278
"9440"	"chr19"	748055	748912	5.28203287224661	12.937530782313	0.000894643475833141	0.0409249308515278
"9919"	"chr19"	15441264	15441563	0.379531368549386	12.9112080594172	0.000904119419362511	0.0409249308515278
"6794"	"chr12"	112074012	112074356	-0.704758285867305	12.9016585102331	0.000907583395427139	0.0409249308515278
"4818"	"chr13"	27319394	27319525	-0.315509798972648	12.8981109991671	0.000908873787211919	0.0409249308515278
"5216"	"chr7"	1017849	1018291	5.41894660638434	12.8980670380099	0.000908889790074303	0.0409249308515278
"5469"	"chr7"	92237894	92238190	0.587544756208707	12.8673760334166	0.000920135169931972	0.0409249308515278
"2149"	"chr11"	129187157	129187349	2.75127240447659	12.8670787033777	0.000920244831440573	0.0409249308515278
"11124"	"chr1"	54359815	54360177	2.02479226070216	12.8569961031154	0.000923971708847195	0.0409249308515278
"12457"	"chr17"	60879671	60879903	2.12158614864605	12.8538968778939	0.000925120498724796	0.0409249308515278
"6438"	"chr12"	107041996	107042225	4.53588465701488	12.8333178673423	0.000932786991943839	0.0409249308515278
"6763"	"chr12"	85442061	85442204	2.15064922921762	12.7986533897117	0.00094585339679072	0.0409249308515278
"12744"	"chr5"	80640634	80640880	0.947515732726769	12.7874002106271	0.000950136728861351	0.0409249308515278
"1526"	"chr2"	81070640	81070857	4.74357445915496	12.7850074896514	0.000951050123179887	0.0409249308515278
"3051"	"chr8"	99180116	99180602	2.08556595599739	12.7832448417665	0.000951723589033471	0.0409249308515278
"9326"	"chr19"	52205254	52205503	-0.218534108747287	12.7740459627878	0.000955246467577575	0.0409249308515278
"5027"	"chr7"	148984423	148984718	3.42746558643358	12.7700718140128	0.000956772710145396	0.0409249308515278
"8865"	"chr4"	39412597	39412910	1.64798774366996	12.7643107988388	0.000958989772841866	0.0409249308515278
"3787"	"chr10"	13343413	13343660	-0.0619324235876252	12.7378131299262	0.000969257402014295	0.041063754912476
"8538"	"chr16"	86814726	86815021	1.8354501148716	12.7175108988074	0.000977203107472983	0.041063754912476
"4047"	"chr9"	33819695	33819925	3.87245574704599	12.7165070722482	0.000977597761711949	0.041063754912476
"744"	"chr22"	18050529	18050857	0.455941139089259	12.6140966617209	0.00101876123682292	0.0424677811419403
"5393"	"chr7"	919907	920405	2.1604625607107	12.6071726139407	0.00102160980314105	0.0424677811419403
"12640"	"chr5"	171868223	171868459	3.31438370592941	12.5706929184574	0.00103675758712599	0.0428648201057502
"12536"	"chr5"	206578	207081	3.70779007014055	12.5585638010658	0.00104184662429442	0.0428648201057502
"4812"	"chr13"	103514868	103515210	2.47757612925896	12.5416680681873	0.00104897974892355	0.0429381037007825
"10331"	"chr14"	69063319	69063723	4.34033490710775	12.5131114507822	0.00106115379794223	0.0430664389189856
"380"	"chr3"	141941131	141941484	5.11660032677539	12.5073087102809	0.00106364582708023	0.0430664389189856
"7315"	"chr6"	168698407	168698630	0.2031526437297	12.4921125034431	0.00107020137246781	0.0430664389189856
"7500"	"chr20"	13858788	13859017	-0.151188180211156	12.4767985096224	0.00107685104992791	0.0430664389189856
"547"	"chr22"	46772918	46773458	0.64809586768075	12.4719748337074	0.00107895465186675	0.0430664389189856
"12276"	"chr17"	81047324	81047654	2.1146679959281	12.4399415471891	0.00109303526988643	0.0433371590150393
"10725"	"chr1"	30373229	30373461	1.94371519250602	12.404164617528	0.00110899190150686	0.0433371590150393
"5624"	"chr7"	2654489	2654640	0.265422548518671	12.4033120145841	0.00110937516285624	0.0433371590150393
"10984"	"chr1"	202011980	202012433	1.81844986399659	12.4029783010528	0.00110952521168994	0.0433371590150393
"10982"	"chr1"	249121346	249121750	1.80232431431159	12.3958278709756	0.00111274545746103	0.0433371590150393
"11111"	"chr1"	61679370	61679688	2.91873809819967	12.3611996679971	0.0011284812191882	0.0437376875861525
"9279"	"chr19"	705310	705415	2.15276562446764	12.3445838917868	0.00113611531795335	0.0438218702144967
"7152"	"chr6"	33524986	33525300	3.02676765819543	12.2948811771889	0.00115927961470246	0.0444023784113196
"2298"	"chr11"	6342443	6342880	2.02443223214435	12.2827856002774	0.00116499221628982	0.0444023784113196
"11501"	"chr1"	98510169	98510571	-0.479143381578307	12.2769293162631	0.00116776878212658	0.0444023784113196
"6597"	"chr12"	2045238	2045514	2.1159882720375	12.2255503997953	0.00119243118376715	0.0451262548651
"11815"	"chr17"	76180491	76180798	1.48153501867423	12.2005752614605	0.00120461831272332	0.0452006982058773
"7162"	"chr6"	167192462	167192688	3.08758075078475	12.1984403192956	0.00120566620787528	0.0452006982058773
"5427"	"chr7"	2658306	2658461	4.8938083886022	12.1823536039108	0.00121359319227671	0.0452862645811131
"9328"	"chr19"	45449842	45450236	0.638305644759778	12.1595155910248	0.00122494198866598	0.045498135359215
"6491"	"chr12"	124433652	124434191	0.322599687927129	12.107977148026	0.00125096812294605	0.0462507028852725
"8350"	"chr16"	81614258	81614513	1.71950301169263	12.0944562904514	0.0012578925545649	0.0462933789263925
"3854"	"chr10"	64041156	64041590	3.09173441530384	12.0803258510811	0.00126517260141603	0.0463486929415466
"11642"	"chr1"	8448598	8448708	6.19592916575196	12.0560210774558	0.00127779916023717	0.0465984794439051
"2759"	"chr8"	102380862	102381160	2.39567834121478	11.9978587120871	0.00130856046572545	0.0473685066856588
"2781"	"chr8"	106735540	106735918	1.2889574630406	11.9938249853825	0.00131072275813419	0.0473685066856588
"9773"	"chr19"	57466790	57467082	-0.583075649129895	11.980208845931	0.00131804974818718	0.0474196962038783
"8840"	"chr4"	55650376	55650620	3.54581120808029	11.9513074988687	0.0013337461382049	0.04777019174592
"2136"	"chr11"	121406618	121406817	2.77971032271207	11.9342505566551	0.00134310268183418	0.047891509522445
"12411"	"chr17"	13499918	13500255	1.30558335204707	11.9006888379177	0.00136171663200097	0.0480860577667905
"9891"	"chr19"	39464876	39465016	2.03515871679171	11.8957865335707	0.00136445834947263	0.0480860577667905
"9419"	"chr19"	44265983	44266321	1.52936125447638	11.8920722980739	0.00136653951065536	0.0480860577667905
"7143"	"chr6"	855294	855578	1.94451713265563	11.8799152597125	0.00137337491069274	0.0481155500369629
"4205"	"chr9"	38724796	38725063	4.50040125398312	11.8598933772538	0.00138471151299538	0.0482434009706299
"6944"	"chr6"	170426212	170426533	5.40020684477914	11.8425595672818	0.00139460623064597	0.0482434009706299
"8142"	"chr16"	70186560	70186868	1.68555702886642	11.8417611219205	0.0013950638120733	0.0482434009706299
"7675"	"chr20"	60076336	60076498	-0.362840373926666	11.8049896797944	0.00141631060172927	0.0487679402149647
"6588"	"chr12"	10462861	10463055	6.25711720928619	11.7826855884999	0.00142936499887582	0.0490071123982719
"12232"	"chr17"	16200923	16201352	0.892884692826802	11.7467432069638	0.0014506709292541	0.0494169253656234
"1457"	"chr2"	161088764	161089039	3.25935701281249	11.7417843771799	0.00145363675644976	0.0494169253656234
"2329"	"chr11"	47611511	47611983	1.71531372503631	11.71261285583	0.00147121461802657	0.0497286930038797
"8924"	"chr4"	108912028	108912195	-0.994583490740928	11.7060431740415	0.00147520431553772	0.0497286930038797
"12649"	"chr5"	179582416	179582821	5.17746463177088	11.6845797856004	0.00148831896645188	0.0499184605659107
"7096"	"chr6"	157877085	157877219	4.16883455498549	11.6676519498526	0.00149874947427551	0.0499184605659107
"2610"	"chr11"	64217420	64217736	4.18800391343051	11.6664391315552	0.00149949975235148	0.0499184605659107
"1900"	"chr2"	121605707	121606032	1.47269444059771	11.6540372672667	0.00150719473865695	0.0499672940736294
